id,loan_amnt,funded_amnt,int_rate,installment,emp_length,annual_inc,loan_status
509947,5000,5000,12.73,167.84,3,60000,Low Risk
509910,3250,3250,13.48,110.26,2,26400,Low Risk
494298,25000,25000,12.73,839.16,7,113000,Low Risk
509895,1000,1000,14.22,34.29,5,38400,Low Risk
508881,12250,12250,10.62,398.86,4,47540,Low Risk
505953,21825,21825,11.36,718.29,4,55812,Low Risk
509516,8000,8000,14.59,275.72,1,41600,High Risk
484473,15000,15000,13.85,511.56,1,68553,Low Risk
509599,20000,20000,14.59,689.3,9,72000,Low Risk
509719,24000,24000,11.36,789.87,7,73600,Low Risk
509359,25000,25000,12.73,839.16,7,110004,Low Risk
509679,12600,12600,13.85,429.71,2,62400,Low Risk
509678,20000,20000,10.25,647.7,8,120000,Low Risk
509666,10000,10000,12.73,335.67,1,41000,Low Risk
509631,5000,5000,7.88,156.41,4,46000,Low Risk
509620,12000,12000,11.36,394.94,10,105000,Low Risk
509600,6000,6000,15.7,210.07,1,38004,Low Risk
509344,7000,7000,13.11,236.22,1,39996,Low Risk
509603,8000,8000,7.14,247.52,5,43000,Low Risk
509577,8000,8000,13.85,272.84,7,110000,Low Risk
509553,3750,3750,13.85,127.89,2,27804,Low Risk
503028,3100,3100,6.76,95.39,3,41800,Low Risk
509515,4000,4000,14.22,137.14,1,16500,High Risk
509512,25000,25000,15.33,870.71,2,94500,High Risk
495306,5000,5000,7.88,156.41,5,48996,Low Risk
509090,9100,9100,13.48,308.71,2,62000,Low Risk
507536,6000,6000,13.85,204.63,6,33000,Low Risk
509475,5000,5000,14.96,173.24,2,39996,High Risk
509330,10000,10000,14.96,346.47,9,72000,Low Risk
509458,15000,15000,11.36,493.67,3,87800,Low Risk
509447,5000,5000,10.99,163.68,3,38400,Low Risk
508198,14000,14000,7.88,437.93,5,54000,Low Risk
508174,10000,10000,10.99,327.36,10,54000,Low Risk
508175,15000,15000,14.22,514.27,10,104004,Low Risk
509401,20000,20000,9.88,644.21,10,106000,Low Risk
507421,14400,14400,10.25,466.35,10,144000,Low Risk
509376,12000,12000,13.11,404.94,10,111016,Low Risk
508992,12000,12000,7.88,375.37,3,95000,Low Risk
509319,5000,5000,14.96,173.24,4,32496,Low Risk
509124,5000,5000,9.88,161.06,8,54996,High Risk
509285,25000,25000,10.25,809.62,10,176000,Low Risk
509318,4500,4500,13.11,151.86,3,50000,Low Risk
509301,4000,4000,14.22,137.14,1,74551.92,High Risk
494361,7400,7400,13.11,249.72,8,60000,Low Risk
506264,12000,12000,7.88,375.37,10,105000,Low Risk
509157,10000,10000,10.99,327.36,3,55000,Low Risk
509238,2500,2500,6.76,76.93,4,49000,Low Risk
509214,1800,1800,13.11,60.75,10,53544,Low Risk
509216,10500,10500,7.51,326.65,10,55000,Low Risk
508993,8000,8000,13.85,272.84,1,45000,Low Risk
508739,10000,10000,7.88,312.81,3,106000,Low Risk
391358,8000,8000,7.51,248.88,9,45000,Low Risk
508586,24500,24500,10.99,802.01,2,275004,Low Risk
506892,13000,13000,7.88,406.65,5,53500,High Risk
493735,5000,5000,15.33,174.15,10,64000,Low Risk
509140,10000,10000,9.88,322.11,9,50000,Low Risk
506819,15000,15000,7.88,469.21,9,40500,Low Risk
509132,8000,8000,13.85,272.84,4,50000,Low Risk
509078,5000,5000,7.88,156.41,5,54000,Low Risk
509068,5000,5000,14.22,171.43,7,52000,Low Risk
509006,6000,6000,16.45,212.27,1,54000,Low Risk
507862,2500,2500,11.36,82.28,6,30000,Low Risk
508994,8000,8000,12.73,268.53,7,135000,Low Risk
508978,5000,5000,7.14,154.7,10,45984,Low Risk
508972,8000,8000,14.22,274.28,9,64000,Low Risk
506991,8000,8000,15.33,278.63,3,45000,Low Risk
508957,13000,13000,7.51,404.43,9,55000,Low Risk
508966,3000,3000,9.88,96.64,2,55000,Low Risk
508967,15000,15000,13.48,508.87,3,75000,Low Risk
499806,12000,12000,15.33,417.94,9,63500,Low Risk
508927,8200,8200,13.85,279.66,10,116004,Low Risk
508931,3000,3000,7.14,92.82,10,19992,High Risk
508921,13000,13000,13.11,438.69,2,30000,Low Risk
508864,15000,15000,9.88,483.16,9,67000,High Risk
508804,6000,6000,14.96,207.88,10,75000,Low Risk
508855,8000,8000,10.25,259.08,3,60000,Low Risk
508828,5000,5000,13.11,168.73,4,27264,Low Risk
508798,24000,24000,12.73,805.59,2,76596,Low Risk
508809,12000,12000,10.25,388.62,1,34900,Low Risk
507933,6800,6800,14.59,234.37,4,19800,Low Risk
508802,8000,8000,14.96,277.18,5,30000,Low Risk
508777,25000,25000,19.04,916.95,4,110004,Low Risk
502510,5000,5000,6.76,153.85,8,27000,Low Risk
508759,5000,5000,11.36,164.56,10,59800,Low Risk
508764,9000,9000,13.85,306.94,1,55000,Low Risk
508736,2100,2100,6.76,64.62,10,73400,Low Risk
508722,3700,3700,6.39,113.23,3,62000,Low Risk
508719,4500,4500,7.51,140,5,70000,Low Risk
502017,22000,22000,10.62,716.32,10,72000,Low Risk
508655,9250,9250,11.36,304.43,2,54000,Low Risk
507907,19400,19400,16.07,682.77,3,316800,Low Risk
508644,6000,6000,10.99,196.42,10,75000,Low Risk
508640,5500,5500,12.73,184.62,10,56000,High Risk
507124,5000,5000,10.62,162.8,3,32004,Low Risk
508634,5000,5000,15.33,174.15,1,28800,Low Risk
490861,6250,6250,7.51,194.44,2,19200,Low Risk
492357,10000,10000,10.25,323.85,2,61000,Low Risk
508579,10000,10000,10.25,323.85,4,58100,Low Risk
508392,3600,3600,7.51,112,3,39996,Low Risk
507224,7500,7500,7.88,234.61,1,38000,Low Risk
507665,18250,18250,10.25,591.03,1,42504,Low Risk
508481,5500,5500,10.99,180.05,1,57000,Low Risk
506881,25000,25000,10.99,818.38,4,132000,High Risk
508365,10000,10000,12.73,335.67,8,39996,Low Risk
508429,10000,10000,10.99,327.36,1,42000,Low Risk
508412,12000,12000,10.25,388.62,3,69805,Low Risk
508406,3500,3500,11.36,115.19,1,46344,Low Risk
508383,20000,20000,13.48,678.49,5,67000,Low Risk
508195,10000,10000,15.33,348.29,4,40000,Low Risk
508337,21000,21000,10.25,680.08,4,105000,Low Risk
508319,12000,12000,13.11,404.94,5,33504,Low Risk
508314,3000,3000,10.62,97.68,1,45000,Low Risk
508289,6500,6500,7.51,202.22,6,92052,Low Risk
508282,24000,24000,10.99,785.65,2,65000,Low Risk
508280,7000,7000,7.51,217.77,3,28800,Low Risk
507891,2000,2000,11.36,65.83,4,132444,Low Risk
508247,9800,9800,12.73,328.95,4,93000,Low Risk
508234,7000,7000,14.22,239.99,1,36120,Low Risk
508230,4000,4000,13.48,135.7,2,28800,Low Risk
505417,24250,24250,15.7,849.02,9,83004,Low Risk
506209,9500,9500,10.62,309.32,9,38604,Low Risk
508130,5000,5000,10.25,161.93,7,112000,Low Risk
508137,5000,5000,12.73,167.84,10,51000,High Risk
508005,15000,15000,12.73,503.5,1,85000,Low Risk
507855,14000,14000,7.88,437.93,4,81996,Low Risk
507682,15000,15000,15.33,522.43,4,84000,Low Risk
508044,4000,4000,14.96,138.59,10,31200,Low Risk
508022,17000,17000,7.88,531.77,5,138000,Low Risk
507952,6000,6000,7.51,186.66,1,36000,Low Risk
507947,3000,3000,13.48,101.78,1,25000,Low Risk
507939,15000,15000,16.45,530.67,10,38000,Low Risk
505561,5500,5500,13.11,185.6,4,15192,Low Risk
507890,5600,5600,6.76,172.31,10,35375,Low Risk
507532,16000,16000,13.11,539.92,10,108996,Low Risk
506920,8800,8800,7.51,273.77,5,57996,Low Risk
507865,10000,10000,13.11,337.45,2,83400,Low Risk
507863,14500,14500,13.85,494.51,10,153000,Low Risk
507836,16200,16200,10.25,524.64,2,42000,Low Risk
505136,20000,20000,9.88,644.21,1,55000,Low Risk
507762,2000,2000,14.22,68.57,3,19176,Low Risk
507741,2100,2100,10.62,68.38,2,31632,Low Risk
507735,5000,5000,15.33,174.15,3,94000,Low Risk
506585,3200,3200,6.39,97.93,10,72000,Low Risk
504068,15000,15000,10.62,488.4,10,75996,Low Risk
507712,17000,17000,10.25,550.55,10,105000,Low Risk
507697,7600,7600,14.59,261.94,10,51000,Low Risk
507097,22000,22000,10.62,716.32,5,75000,Low Risk
507206,7000,7000,7.51,217.77,2,37000,Low Risk
507660,20400,20400,10.25,660.65,2,80004,Low Risk
507634,4800,4800,7.14,148.51,4,62000,Low Risk
507603,12000,12000,12.73,402.8,4,60000,Low Risk
507560,15000,15000,13.48,508.87,1,51000,Low Risk
507543,8400,8400,7.51,261.32,5,38000,Low Risk
507138,15000,15000,12.73,503.5,2,76000,Low Risk
507498,10000,10000,12.73,335.67,5,160000,Low Risk
507462,12000,12000,16.82,426.74,7,55555,Low Risk
507410,18000,18000,10.99,589.24,2,55344,Low Risk
507411,4000,4000,14.96,138.59,1,36000,Low Risk
507374,15000,15000,13.48,508.87,6,28896,Low Risk
507384,4400,4400,7.88,137.64,2,75996,Low Risk
507364,20000,20000,16.45,707.55,10,75000,Low Risk
507357,4000,4000,7.88,125.13,2,41160,Low Risk
506856,10750,10750,13.11,362.76,10,53000,Low Risk
507323,7000,7000,13.11,236.22,10,50285,Low Risk
507020,10000,10000,13.48,339.25,3,64600,Low Risk
505259,6000,6000,6.76,184.62,4,120000,Low Risk
506767,13000,13000,13.48,441.02,6,39996,Low Risk
507228,6000,6000,11.36,197.47,2,46680,High Risk
507217,12000,12000,14.96,415.76,4,235000,High Risk
507214,7750,7750,16.07,272.76,1,60000,High Risk
506788,10000,10000,10.99,327.36,9,68004,Low Risk
507190,5000,5000,9.88,161.06,3,30000,Low Risk
507144,6000,6000,10.25,194.31,8,48500,Low Risk
503751,12250,12250,11.36,403.17,2,31000,High Risk
497476,25000,25000,10.25,809.62,10,84000,Low Risk
507110,12000,12000,13.48,407.09,7,120000,Low Risk
507012,10000,10000,10.62,325.6,4,48000,Low Risk
507026,25000,25000,12.73,839.16,3,60000,Low Risk
499906,8000,8000,11.36,263.29,1,58000,Low Risk
507005,14000,14000,9.88,450.95,1,42000,Low Risk
507006,9250,9250,11.36,304.43,10,84000,Low Risk
506982,3250,3250,7.88,101.67,2,10000,Low Risk
506942,5000,5000,13.85,170.52,4,22800,Low Risk
62102,3200,3200,9.88,103.08,5,54000,Low Risk
377346,7500,7500,13.11,253.09,3,31875,Low Risk
504523,5400,5400,7.88,168.92,5,78000,Low Risk
506898,11000,11000,15.33,383.12,10,47000,Low Risk
506896,5000,5000,13.48,169.63,6,48000,Low Risk
505850,8400,8400,13.11,283.46,9,49641,Low Risk
506849,3600,3600,12.73,120.84,3,35004,Low Risk
506845,10000,10000,17.93,361.18,3,45000,Low Risk
506854,14400,14400,11.36,473.92,9,53000,Low Risk
506623,5000,5000,7.51,155.55,5,80748,Low Risk
506495,25000,25000,20.53,935.83,7,165000,Low Risk
506771,11000,11000,16.07,387.14,1,45000,Low Risk
486441,20000,20000,15.33,696.57,3,65004,Low Risk
506769,8700,8700,7.88,272.14,4,68000,Low Risk
506758,21000,21000,16.45,742.93,9,65600,High Risk
506738,5000,5000,7.51,155.55,2,55000,Low Risk
501886,15000,15000,10.62,488.4,9,306000,Low Risk
506631,5500,5500,7.14,170.17,2,16094,Low Risk
506708,4000,4000,15.7,140.05,2,15600,Low Risk
505781,15000,15000,7.88,469.21,3,136625,Low Risk
482505,12000,12000,16.07,422.33,1,45760,Low Risk
505629,25000,25000,16.07,879.85,3,95004,Low Risk
506684,1450,1450,9.88,46.71,10,35000,High Risk
506673,20000,20000,13.11,674.9,7,125000,Low Risk
506658,6600,6600,10.99,216.06,4,60000,Low Risk
505851,12000,12000,13.11,404.94,5,50000,Low Risk
506644,5000,5000,11.36,164.56,9,50000,Low Risk
506635,25000,25000,10.62,814,10,133119,Low Risk
506575,12000,12000,10.62,390.72,1,37392,Low Risk
506597,5325,5325,14.59,183.53,5,39300,Low Risk
506584,25000,25000,10.62,814,8,156600,Low Risk
506545,3000,3000,14.59,103.4,5,48876,Low Risk
499788,12300,12300,7.88,384.75,5,56864,Low Risk
506061,10500,10500,7.51,326.65,3,29000,Low Risk
503668,9000,9000,14.22,308.56,3,72000,Low Risk
506492,4750,4750,14.59,163.71,3,14400,High Risk
506504,10000,10000,19.04,366.78,10,96000,Low Risk
506486,15000,15000,7.88,469.21,10,95000,Low Risk
506467,4000,4000,13.48,135.7,2,82000,Low Risk
506442,19000,19000,10.62,618.64,2,80004,Low Risk
506274,8000,8000,9.88,257.69,10,57000,Low Risk
504830,10000,10000,10.62,325.6,10,60132,Low Risk
506420,25000,25000,10.62,814,3,69996,Low Risk
504545,9000,9000,10.99,294.62,10,48960,Low Risk
504172,17000,17000,13.85,579.77,3,80000,Low Risk
502684,8000,8000,10.99,261.89,10,89000,Low Risk
506144,5000,5000,7.51,155.55,5,119000,Low Risk
506055,10000,10000,11.36,329.12,5,200000,Low Risk
505493,1925,1925,10.99,63.02,5,27350,Low Risk
506109,5000,5000,14.22,171.43,1,16800,High Risk
505369,8000,8000,11.36,263.29,10,46000,Low Risk
506086,25000,25000,10.99,818.38,6,75000,Low Risk
506076,5200,5200,13.48,176.41,10,39000,Low Risk
506052,1500,1500,10.62,48.84,3,38000,Low Risk
506058,4200,4200,7.14,129.95,10,45000,Low Risk
503740,25000,25000,14.96,866.16,7,101000,Low Risk
506030,16000,16000,14.22,548.55,2,91000,Low Risk
477794,23500,23500,11.36,773.42,5,78200,Low Risk
505024,5000,5000,13.48,169.63,10,52000,Low Risk
505978,15000,15000,11.36,493.67,1,65000,Low Risk
505981,14000,14000,14.22,479.98,3,85332,Low Risk
505975,20000,20000,9.88,644.21,1,70000,Low Risk
504356,10000,10000,12.73,335.67,5,48000,Low Risk
505888,16000,16000,13.48,542.79,2,124800,High Risk
505945,10000,10000,15.33,348.29,4,37800,Low Risk
505931,24000,24000,10.62,781.44,2,43300,Low Risk
490267,21000,21000,11.36,691.14,10,80000,Low Risk
505903,1500,1500,13.48,50.89,3,48000,High Risk
505359,5000,5000,9.88,161.06,4,45432,Low Risk
505854,1500,1500,12.73,50.35,1,9600,Low Risk
505869,12000,12000,11.36,394.94,8,54000,Low Risk
505852,11000,11000,7.51,342.21,2,47900,Low Risk
505867,4000,4000,7.88,125.13,5,50000,Low Risk
503416,4000,4000,17.93,144.47,2,32000,Low Risk
505813,11000,11000,12.73,369.23,3,48000,Low Risk
505799,8000,8000,10.62,260.48,10,143485,Low Risk
505795,8000,8000,7.88,250.25,8,60000,Low Risk
505793,3500,3500,10.25,113.35,1,54000,High Risk
505763,10000,10000,13.85,341.04,1,60000,Low Risk
505715,16750,16750,9.88,539.53,5,40056,Low Risk
505662,3000,3000,6.39,91.81,10,70000,Low Risk
505431,12000,12000,7.88,375.37,1,50000,Low Risk
504814,4000,4000,14.22,137.14,1,23000,Low Risk
505651,9975,9975,13.11,336.61,2,46000,Low Risk
505639,7000,7000,18.3,254.13,5,40320,Low Risk
505609,12000,12000,14.96,415.76,9,102031,Low Risk
505615,10000,10000,13.11,337.45,5,40000,High Risk
505588,25000,25000,12.73,839.16,3,90000,Low Risk
505580,10000,10000,14.59,344.65,10,120000,Low Risk
505578,15000,15000,9.88,483.16,10,61000,Low Risk
505273,8200,8200,13.11,276.71,9,55000,Low Risk
505365,8000,8000,16.07,281.56,4,53000,Low Risk
505546,15000,15000,13.85,511.56,5,90000,Low Risk
505520,12000,12000,10.62,390.72,5,78000,Low Risk
505512,10000,10000,9.88,322.11,8,40000,Low Risk
505466,5000,5000,16.07,175.97,2,28000,Low Risk
503151,2100,2100,6.39,64.27,1,40000,Low Risk
505472,16000,16000,13.11,539.92,10,43200,High Risk
505108,7500,7500,14.59,258.49,1,25400,Low Risk
505437,14500,14500,7.51,451.09,10,97600,Low Risk
505411,10000,10000,11.36,329.12,4,55000,Low Risk
505372,15500,15500,16.45,548.36,2,415000,Low Risk
505254,22750,22750,11.36,748.73,5,58600,Low Risk
505133,12000,12000,10.25,388.62,1,48645,Low Risk
505341,7000,7000,7.51,217.77,4,80000,Low Risk
505258,8000,8000,16.45,283.02,10,72000,Low Risk
505327,10000,10000,17.93,361.18,3,72000,Low Risk
504590,14000,14000,14.59,482.51,6,60000,Low Risk
505255,2500,2500,6.39,76.51,5,92500,Low Risk
505253,25000,25000,11.36,822.78,10,82000,High Risk
504968,8000,8000,14.22,274.28,2,134000,Low Risk
505245,5000,5000,7.51,155.55,4,40000,Low Risk
504476,4750,4750,10.62,154.66,10,24000,Low Risk
505197,3000,3000,15.33,104.49,1,25000,Low Risk
503928,5600,5600,10.25,181.36,6,40000,Low Risk
504934,16800,16800,13.11,566.92,4,103000,Low Risk
505179,4000,4000,11.36,131.65,1,21000,Low Risk
504308,7500,7500,11.36,246.84,4,31600,Low Risk
505111,25000,25000,16.45,884.44,10,73163.68,Low Risk
504870,25000,25000,10.62,814,7,59000,Low Risk
505096,7000,7000,14.59,241.26,2,35000,Low Risk
499523,6400,6400,9.88,206.15,8,90000,Low Risk
501834,20000,20000,13.11,674.9,2,125000,Low Risk
505076,18000,18000,10.62,586.08,10,80000,Low Risk
505075,3200,3200,7.14,99.01,1,20000,Low Risk
504995,3600,3600,9.88,115.96,1,26400,Low Risk
500643,11500,11500,14.22,394.27,3,32000,Low Risk
505052,3000,3000,14.22,102.86,4,50000,Low Risk
505045,7000,7000,7.51,217.77,1,110000,Low Risk
505004,7000,7000,7.51,217.77,2,38400,Low Risk
504973,6000,6000,7.14,185.64,8,54548,Low Risk
505023,10000,10000,14.22,342.85,8,30500,Low Risk
504383,15000,15000,7.88,469.21,2,60000,Low Risk
504992,5000,5000,16.45,176.89,10,73000,Low Risk
504534,6500,6500,7.51,202.22,5,44000,Low Risk
504989,7500,7500,7.51,233.32,8,74400,Low Risk
501234,12000,12000,16.07,422.33,2,174000,Low Risk
504547,20000,20000,13.48,678.49,3,85000,Low Risk
494849,13000,13000,7.88,406.65,3,60000,Low Risk
504603,5000,5000,13.11,168.73,1,40000,Low Risk
504878,11000,11000,7.51,342.21,5,100000,Low Risk
501084,10000,10000,9.88,322.11,2,52000,Low Risk
504855,4000,4000,16.45,141.51,3,19968,Low Risk
504671,5000,5000,14.96,173.24,6,28800,Low Risk
504845,12000,12000,13.48,407.09,1,80000,Low Risk
504200,3300,3300,13.85,112.55,2,19000,Low Risk
504347,4000,4000,11.36,131.65,1,22800,Low Risk
500101,2400,2400,11.36,78.99,3,63500,Low Risk
503970,12000,12000,11.36,394.94,5,30000,Low Risk
501474,4800,4800,7.14,148.51,10,100000,Low Risk
504778,6725,6725,10.62,218.97,1,50400,Low Risk
504546,10000,10000,14.22,342.85,7,48000,Low Risk
504750,18000,18000,13.11,607.41,9,90000,Low Risk
504684,17600,17600,10.62,573.05,1,70000,Low Risk
497886,12000,12000,13.48,407.09,10,80000,Low Risk
504692,9000,9000,7.88,281.53,3,106000,Low Risk
504618,3000,3000,10.25,97.16,3,121000,Low Risk
503985,15000,15000,10.25,485.78,5,64000,Low Risk
504613,22250,22250,14.59,766.85,10,49000,Low Risk
504602,15000,15000,13.85,511.56,7,60000,Low Risk
504594,12000,12000,10.99,392.83,2,40000,Low Risk
504434,3200,3200,14.59,110.29,2,90000,Low Risk
504580,12000,12000,13.48,407.09,6,25200,High Risk
504550,15000,15000,12.73,503.5,1,70000,Low Risk
504576,5000,5000,7.51,155.55,2,41000,Low Risk
504561,9000,9000,10.25,291.47,3,59000,Low Risk
504506,11500,11500,15.7,402.63,10,39672,Low Risk
504551,11000,11000,13.11,371.2,4,50985,Low Risk
504066,14000,14000,7.88,437.93,2,64000,Low Risk
503073,2575,2575,6.76,79.24,3,82500,Low Risk
504483,15000,15000,9.88,483.16,4,60000,Low Risk
504486,5500,5500,10.25,178.12,6,67440,Low Risk
497118,13000,13000,7.88,406.65,6,18000,Low Risk
504438,10800,10800,14.96,374.19,2,39000,Low Risk
504291,12000,12000,7.88,375.37,10,215000,Low Risk
504408,2500,2500,7.51,77.78,1,35000,Low Risk
504393,11000,11000,7.14,340.34,3,126000,Low Risk
504365,15000,15000,10.62,488.4,3,30000,Low Risk
504366,25000,25000,12.73,839.16,10,60000,Low Risk
502334,14000,14000,7.88,437.93,1,43738,Low Risk
458871,12000,12000,14.96,415.76,2,40310,High Risk
504323,14000,14000,7.88,437.93,2,68000,Low Risk
504302,25000,25000,15.7,875.27,2,130000,Low Risk
504097,20000,20000,11.36,658.23,5,100000,Low Risk
504254,5000,5000,7.88,156.41,1,45000,Low Risk
504233,21000,21000,10.62,683.76,1,130000,Low Risk
504238,10000,10000,12.73,335.67,5,31200,Low Risk
502552,24000,24000,14.96,831.52,3,72000,Low Risk
504228,2400,2400,6.39,73.45,7,28560,Low Risk
504214,1600,1600,9.88,51.54,1,18000,High Risk
504208,8000,8000,13.85,272.84,5,55000,Low Risk
504203,20000,20000,10.62,651.2,3,66000,Low Risk
504096,21000,21000,11.36,691.14,2,63000,Low Risk
504189,6000,6000,11.36,197.47,1,79500,Low Risk
504177,25000,25000,13.85,852.6,9,275000,Low Risk
504140,10000,10000,7.14,309.4,4,71500,Low Risk
504146,5000,5000,15.33,174.15,3,19200,High Risk
504111,8000,8000,11.36,263.29,10,25000,Low Risk
504078,16000,16000,16.45,566.04,6,100000,Low Risk
486902,10000,10000,7.51,311.1,4,58608,Low Risk
503922,3500,3500,14.22,120,3,30000,High Risk
503454,6000,6000,10.62,195.36,2,28800,High Risk
504043,8000,8000,13.11,269.96,8,51000,Low Risk
502320,7000,7000,9.88,225.48,1,53000,Low Risk
504016,10475,10475,7.88,327.66,10,53360,Low Risk
504001,7000,7000,7.88,218.97,4,66000,Low Risk
503982,8400,8400,7.51,261.32,1,84000,Low Risk
503966,7000,7000,15.7,245.08,3,47500,High Risk
486846,9000,9000,13.85,306.94,3,133000,Low Risk
503941,7750,7750,14.22,265.71,2,32000,Low Risk
503934,7000,7000,14.96,242.53,2,60000,Low Risk
503852,4800,4800,14.59,165.44,1,60000,Low Risk
503891,3000,3000,12.73,100.7,2,38688,Low Risk
503885,5950,5950,12.73,199.72,3,612000,Low Risk
492091,10000,10000,14.59,344.65,9,22000,Low Risk
503822,13600,13600,9.88,438.07,3,78625,Low Risk
501812,5000,5000,7.14,154.7,3,77000,Low Risk
503878,7800,7800,9.88,251.25,10,33000,Low Risk
503843,10000,10000,9.88,322.11,2,33600,Low Risk
503844,25000,25000,13.48,848.11,4,155796,Low Risk
503818,7300,7300,10.25,236.41,7,115000,Low Risk
502970,5600,5600,13.85,190.99,1,52000,Low Risk
503757,3500,3500,7.51,108.89,6,42000,Low Risk
503724,21500,21500,15.33,748.81,5,116000,Low Risk
503727,5000,5000,14.96,173.24,1,87000,Low Risk
503704,10000,10000,10.62,325.6,7,40000,High Risk
503295,17000,17000,14.96,588.99,10,60000,Low Risk
503672,15000,15000,10.62,488.4,7,53000,Low Risk
491443,7000,7000,9.88,225.48,1,190000,Low Risk
503656,3000,3000,9.88,96.64,8,50000,Low Risk
502908,19200,19200,10.99,628.52,10,77000,High Risk
503642,2000,2000,9.88,64.43,10,45000,Low Risk
503622,14400,14400,10.62,468.86,1,36000,Low Risk
502624,14000,14000,15.7,490.16,10,42000,Low Risk
503621,15000,15000,14.96,519.7,1,75000,High Risk
503595,25000,25000,10.25,809.62,10,60000,Low Risk
503561,4500,4500,14.59,155.1,3,41000,Low Risk
503423,2000,2000,13.48,67.85,10,59000,Low Risk
503412,4000,4000,10.25,129.54,6,34400,Low Risk
503262,20000,20000,14.96,692.93,3,100000,Low Risk
503397,2500,2500,15.7,87.53,2,20000,Low Risk
503335,15000,15000,11.36,493.67,5,98000,Low Risk
503393,6150,6150,7.88,192.38,10,78000,Low Risk
503395,18000,18000,13.48,610.64,10,36720,High Risk
503367,15000,15000,10.25,485.78,4,58000,Low Risk
503303,8500,8500,10.62,276.76,1,29760,Low Risk
503298,17500,17500,14.22,599.98,2,36000,Low Risk
503286,18000,18000,10.99,589.24,10,200000,Low Risk
500824,10000,10000,7.14,309.4,5,118000,Low Risk
503239,3000,3000,10.25,97.16,2,40000,Low Risk
503222,18000,18000,17.19,643.44,2,59000,Low Risk
501451,8950,8950,10.99,292.98,6,63000,Low Risk
503199,6000,6000,13.48,203.55,8,48000,Low Risk
500302,25000,25000,19.79,926.37,10,123000,High Risk
502518,14000,14000,13.11,472.43,10,100000,Low Risk
503186,1600,1600,10.25,51.82,10,91384.08,Low Risk
503158,4500,4500,14.22,154.28,5,60000,Low Risk
503164,3000,3000,6.76,92.31,4,60000,Low Risk
503157,10000,10000,13.11,337.45,1,49571,Low Risk
501747,7500,7500,10.25,242.89,5,57000,Low Risk
503148,7000,7000,10.62,227.92,5,43000,Low Risk
502514,5500,5500,17.56,197.63,1,14400,Low Risk
503057,16750,16750,13.11,565.23,8,50496,Low Risk
502701,3000,3000,13.85,102.32,10,63755,Low Risk
501425,4750,4750,13.85,162,1,15600,Low Risk
503079,6725,6725,16.45,237.92,4,50760,Low Risk
493942,6100,6100,10.25,197.55,1,68000,Low Risk
503030,14000,14000,13.85,477.46,3,69582,High Risk
503034,5000,5000,10.99,163.68,3,96000,Low Risk
503032,1000,1000,10.99,32.74,3,36000,Low Risk
503021,1500,1500,7.88,46.93,9,35000,Low Risk
502802,2000,2000,10.99,65.48,10,35040,Low Risk
503016,15000,15000,13.48,508.87,4,96000,Low Risk
502992,20000,20000,10.62,651.2,4,105000,Low Risk
502960,4000,4000,13.11,134.98,10,35000,Low Risk
502949,25000,25000,10.99,818.38,10,77533.82,Low Risk
502453,10000,10000,7.14,309.4,5,60000,Low Risk
502336,4000,4000,10.99,130.95,10,130000,Low Risk
502540,7500,7500,15.33,261.22,2,28128,High Risk
501377,15250,15250,7.88,477.03,3,52000,Low Risk
502728,10000,10000,14.22,342.85,3,61500,Low Risk
502816,3500,3500,7.51,108.89,3,50000,Low Risk
502793,6000,6000,11.36,197.47,1,32000,High Risk
502775,20000,20000,13.85,682.08,8,78000,Low Risk
499845,5000,5000,13.11,168.73,9,62000,Low Risk
502770,9600,9600,10.62,312.58,9,75000,Low Risk
502525,10000,10000,10.62,325.6,4,53000,Low Risk
502763,6000,6000,7.88,187.69,6,62000,Low Risk
502741,4800,4800,7.88,150.15,1,22000,Low Risk
502712,1500,1500,11.36,49.37,2,57160,Low Risk
473684,9000,9000,14.96,311.82,3,42600,Low Risk
502623,5500,5500,7.88,172.05,5,79600,Low Risk
502299,24250,24250,11.36,798.1,1,127000,Low Risk
502690,17000,17000,9.88,547.58,2,175000,Low Risk
502663,8000,8000,7.51,248.88,2,63000,Low Risk
502657,4000,4000,13.48,135.7,3,65000,Low Risk
501560,10000,10000,10.99,327.36,10,125000,Low Risk
502625,12000,12000,9.88,386.53,4,64700,Low Risk
502605,2500,2500,7.14,77.35,2,23000,Low Risk
500924,7200,7200,14.96,249.46,10,30000,High Risk
502587,8600,8600,13.11,290.21,3,112500,Low Risk
502595,2000,2000,14.96,69.3,4,36000,Low Risk
502598,5000,5000,14.59,172.33,1,27500,Low Risk
502586,5000,5000,14.22,171.43,4,65000,High Risk
502584,12000,12000,13.48,407.09,3,116000,Low Risk
502579,20000,20000,10.62,651.2,4,50000,Low Risk
502297,4575,4575,7.51,142.33,10,106000,Low Risk
501797,9600,9600,13.11,323.96,1,37740,Low Risk
502564,12000,12000,7.51,373.32,9,92341,Low Risk
502425,5000,5000,10.62,162.8,10,58000,Low Risk
502549,10000,10000,14.59,344.65,5,74000,Low Risk
502543,5000,5000,7.88,156.41,4,64000,Low Risk
502532,4800,4800,11.36,157.98,5,48756,Low Risk
496217,6300,6300,7.51,195.99,2,45996,Low Risk
502506,18000,18000,9.88,579.79,5,85000,Low Risk
501172,18000,18000,10.25,582.93,10,96384,Low Risk
502492,7500,7500,10.25,242.89,1,42000,Low Risk
